nsec	volume	sqrtvolume	bidprice	bidsize	askprice	asksize	emavol0	emavol1	emabid0	emabid1	emaask0	emaask1	emaspr0	emaspr1	cluster1
43980	2039751	209369	1283300	1	1284200	100	209046	206150	1.28E+06	1.28E+06	1.28E+06	1.29E+06	1200.76	1733.17	13936.5
43990	2040821	209487	1284400	203	1286400	1	209148	206257	1.28E+06	1.28E+06	1.28E+06	1.29E+06	1208.68	1715.58	14189.7
44000	2040822	209488	1285400	205	1286400	1	209244	206363	1.28E+06	1.28E+06	1.28E+06	1.29E+06	1263.46	1706.47	13059.1
44010	2040881	209502	1285500	1	1287100	100	209315	206465	1.28E+06	1.28E+06	1.29E+06	1.29E+06	1249.99	1689.71	10859.4
44020	2041329	209555	1285800	301	1288200	7	209378	206566	1.28E+06	1.28E+06	1.29E+06	1.29E+06	1489.61	1702.02	10552.3
44030	2041329	209555	1285900	11	1288200	7	209428	206664	1.28E+06	1.28E+06	1.29E+06	1.29E+06	1721.59	1721.89	7834.51
44040	2041329	209555	1286000	218	1288200	107	209464	206759	1.29E+06	1.28E+06	1.29E+06	1.29E+06	1870.69	1739.23	4400.6
44050	2041330	209556	1286000	14	1288200	207	209490	206850	1.29E+06	1.28E+06	1.29E+06	1.29E+06	1964.17	1754.33	2517.3
44060	2041330	209556	1286000	14	1288200	207	209509	206939	1.29E+06	1.28E+06	1.29E+06	1.29E+06	2031.12	1768.95	1992.99
44070	2041330	209556	1286000	14	1288200	207	209522	207025	1.29E+06	1.28E+06	1.29E+06	1.29E+06	2079.06	1783.08	1193.96
44080	2041330	209556	1286000	14	1288200	207	209532	207108	1.29E+06	1.28E+06	1.29E+06	1.29E+06	2113.39	1796.75	540.81
44090	2041330	209556	1286000	14	1288200	7	209539	207188	1.29E+06	1.28E+06	1.29E+06	1.29E+06	2137.97	1809.97	185.069
44100	2041330	209556	1286000	14	1288100	340	209544	207266	1.29E+06	1.28E+06	1.29E+06	1.29E+06	2131.38	1820.03	47.8094
44110	2041330	209556	1286000	214	1288100	440	209547	207341	1.29E+06	1.28E+06	1.29E+06	1.29E+06	2122.47	1829.21	9.31622
44120	2041960	209640	1285900	18	1287400	100	209569	207416	1.29E+06	1.28E+06	1.29E+06	1.29E+06	2059.74	1831.95	592.581
44130	2042163	209672	1285900	18	1287400	100	209592	207489	1.29E+06	1.28E+06	1.29E+06	1.29E+06	1900.85	1821.07	735.921
44140	2042163	209672	1285900	18	1287300	300	209615	207561	1.29E+06	1.28E+06	1.29E+06	1.29E+06	1760.61	1807.52	595.423
44150	2042181	209677	1285700	73	1287300	451	209631	207630	1.29E+06	1.28E+06	1.29E+06	1.29E+06	1669.91	1795.35	420.292
44160	2042181	209677	1285700	73	1287200	301	209644	207697	1.29E+06	1.28E+06	1.29E+06	1.29E+06	1639.63	1787.85	348.065
44170	2042181	209677	1285700	73	1287200	401	209653	207762	1.29E+06	1.28E+06	1.29E+06	1.29E+06	1600	1778.42	218.141
44180	2042181	209677	1285700	73	1287200	501	209660	207825	1.29E+06	1.28E+06	1.29E+06	1.29E+06	1571.61	1769.29	103.381
